"","id_parcel","logerror","date","type_aircon","type_architectural","area_basement","num_bathroom","num_bedroom","type_framing","type_quality","num_bathroom_calc","type_deck","area_firstfloor_finished","area_total_calc","area_live_finished","area_liveperi_finished","area_total_finished","area_unknown","area_base","fips","num_fireplace","num_bath","num_garage","area_garage","flag_tub","type_heating","latitude","longitude","area_lot","num_pool","area_pool","pooltypeid10","pooltypeid2","pooltypeid7","zoning_landuse_county","type_zoning_landuse","zoning_property","rawcensustractandblock","region_city","region_county","region_neighbor","region_zip","num_room","type_story","num_75_bath","type_material","num_unit","area_patio","area_shed","build_year","num_story","flag_fireplace","tax_building","tax_total","tax_year","tax_land","tax_property","tax_delinquency","tax_delinquency_year","censustractandblock"
"195",10720168,-0.1473,"2016-08-29",1,NA,NA,2,3,NA,7,2,NA,NA,1588,1588,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34203222,-118615532,7510,NA,NA,NA,NA,NA,"0100",261,"LARS",60371343.03401,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1964,NA,0,157914,391911,2015,233997,4971.99,0,NA,60371343034010
"196",10720221,0.2484,"2016-10-28",NA,NA,NA,1,3,NA,7,1,NA,NA,1072,1072,NA,NA,NA,NA,6037,NA,1,NA,NA,0,7,34207985,-118605875,6500,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371343.031001,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1952,NA,0,94854,162603,2015,67749,5010.06,0,NA,60371343031001
"197",10720295,-0.044,"2016-08-19",NA,NA,NA,1,2,NA,7,1,NA,NA,666,666,NA,NA,NA,NA,6037,NA,1,NA,NA,0,NA,34204375,-118606692,6749,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371343.031011,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1918,NA,0,28735,87672,2015,58937,579.65,0,NA,60371343031011
"198",10720359,0.1328,"2016-05-18",NA,NA,NA,2,3,NA,7,2,NA,NA,1772,1772,NA,NA,NA,NA,6037,NA,2,NA,NA,0,NA,34201689,-118606353,6500,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371343.032004,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,126969,353585,2015,226616,4491.21,0,NA,60371343032004
"199",10720440,-0.0387,"2016-01-14",NA,NA,NA,2,3,NA,7,2,NA,NA,1641,1641,NA,NA,NA,NA,6037,NA,2,NA,NA,0,7,34203095,-118608045,6749,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371343.031013,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1950,NA,0,40367,60534,2015,20167,4686.47,0,NA,60371343031013
"200",10720461,-0.0131,"2016-07-12",NA,NA,NA,1,2,NA,7,1,NA,NA,1013,1013,NA,NA,NA,NA,6037,NA,1,NA,NA,0,7,34204002,-118607551,6749,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371343.031012,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1940,NA,0,25233,126198,2015,100965,1709.77,0,NA,60371343031012
"201",10720466,-0.001,"2016-10-07",1,NA,NA,2,4,NA,4,2,NA,NA,1716,1716,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34204001,-118608544,6750,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371343.031012,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1947,NA,0,199406,520189,2015,320783,6506.96,0,NA,60371343031012
"202",10720470,0.045,"2016-07-06",NA,NA,NA,1,1,NA,7,1,NA,NA,506,506,NA,NA,NA,NA,6037,NA,1,NA,NA,0,NA,34204000,-118609205,6774,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371343.031012,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1939,NA,0,33236,92339,2015,59103,1212.47,0,NA,60371343031012
"203",10720551,0.0392,"2016-01-15",NA,NA,NA,2,3,NA,7,2,NA,NA,1258,1258,NA,NA,NA,NA,6037,NA,2,NA,NA,0,7,34207982,-118607563,6502,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371343.031002,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1948,NA,0,83193,218594,2015,135401,2752.55,0,NA,60371343031002
"204",10720589,0.005,"2016-11-02",NA,NA,NA,2,3,NA,7,2,NA,NA,1372,1372,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34206824,-118613426,7314,NA,NA,NA,NA,NA,"0100",261,"LARS",60371343.033003,12447,3101,30731,96342,0,NA,NA,NA,1,NA,NA,1956,NA,0,95626,300883,2015,205257,3855.42,0,NA,60371343033003
"205",10720607,-0.0683,"2016-06-03",NA,NA,NA,2,3,NA,7,2,NA,NA,1358,1358,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34207476,-118612993,10242,NA,NA,NA,NA,NA,"0100",261,"LARS",60371343.033,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1956,NA,0,112503,465008,2015,352505,5790.88,0,NA,60371343033000
"206",10720660,0.0751,"2016-03-10",NA,NA,NA,2,3,NA,7,2,NA,NA,1358,1358,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34206086,-118611307,7628,NA,NA,NA,NA,NA,"0100",261,"LARS",60371343.033009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1956,NA,0,138472,403480,2015,265008,5025.1,0,NA,60371343033009
"207",10720727,-0.004,"2016-02-05",NA,NA,NA,2,3,NA,7,2,NA,NA,1358,1358,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34204890,-118612114,7630,NA,NA,NA,NA,NA,"0100",261,"LARS",60371343.03301,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1956,NA,0,93526,199273,2015,105747,2554.15,0,NA,60371343033010
"208",10720769,-0.0111,"2016-09-14",NA,NA,NA,2,3,NA,7,2,NA,NA,1372,1372,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34203377,-118612457,7566,NA,NA,NA,NA,NA,"0100",261,"LARS",60371343.033013,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1956,NA,0,77817,389089,2015,311272,4949.31,0,NA,60371343033013
"209",10720814,0.0392,"2016-07-26",1,NA,NA,3,4,NA,4,3,NA,NA,1980,1980,NA,NA,NA,NA,6037,NA,3,NA,NA,0,2,34202613,-118611896,7499,1,NA,NA,NA,1,"0101",261,"LARS",60371343.033012,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1965,NA,0,199798,435458,2015,235660,6960.51,0,NA,60371343033012
"210",10720826,0.8514,"2016-03-23",1,NA,NA,2,4,NA,4,2,NA,NA,2127,2127,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34202590,-118613414,6549,NA,NA,NA,NA,NA,"0100",261,"LARS",60371343.033012,12447,3101,30731,96342,0,NA,NA,NA,1,NA,NA,1970,NA,0,65458,83385,2015,17927,1242.51,0,NA,60371343033012
"211",10720871,0.005,"2016-07-29",1,NA,NA,2,1,NA,4,2,NA,NA,918,918,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34198400,-118607000,131100,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032011,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1982,NA,0,86000,256000,2015,170000,3408.65,0,NA,60371343032011
"212",10720921,-0.006,"2016-08-17",1,NA,NA,3,2,NA,4,3,NA,NA,1106,1106,NA,NA,NA,NA,6037,NA,3,NA,NA,0,2,34198400,-118607000,131100,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032011,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1982,NA,0,150005,257151,2015,107146,3226.76,0,NA,60371343032011
"213",10720964,-0.0377,"2016-06-29",NA,NA,NA,2,3,NA,7,2,NA,NA,1162,1162,NA,NA,NA,NA,6037,NA,2,NA,NA,0,7,34196195,-118606172,6763,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371351.111006,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1952,NA,0,62705,313529,2015,250824,3982.85,0,NA,60371351111006
"214",10721053,0.1989,"2016-04-29",NA,NA,NA,1,2,NA,7,1,NA,NA,876,876,NA,NA,NA,NA,6037,NA,1,NA,NA,0,7,34195819,-118608520,6760,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371351.111007,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1952,NA,0,63014,168105,2015,105091,2211.05,0,NA,60371351111007
"215",10721063,-0.0492,"2016-07-19",NA,NA,NA,2,3,NA,7,2,NA,NA,1238,1238,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34197098,-118608358,6760,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371351.111008,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1955,NA,0,207055,275393,2015,68338,3524.62,0,NA,60371351111008
"216",10721130,0.0853,"2016-08-30",1,NA,NA,2,2,NA,4,2,NA,NA,687,687,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34198500,-118609000,57118,1,NA,NA,NA,1,"010C",266,"LAR1",60371343.032015,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1985,NA,0,151500,255000,2015,103500,3047.26,0,NA,60371343032015
"217",10721160,-0.0305,"2016-07-28",1,NA,NA,3,3,NA,4,3,NA,NA,1644,1644,NA,NA,NA,NA,6037,NA,3,NA,NA,0,2,34199600,-118608000,24968,NA,NA,NA,NA,NA,"01DC",266,"LARD2",60371343.032008,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,2002,NA,0,259600,375000,2015,115400,4528.35,0,NA,60371343032008
"218",10721237,0.0178,"2016-04-13",1,NA,NA,1,1,NA,4,1,NA,NA,783,783,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34200300,-118612000,168366,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1976,NA,0,83162,228313,2015,145151,2801.05,0,NA,60371343032009
"219",10721265,0.1258,"2016-06-16",1,NA,NA,1,1,NA,4,1,NA,NA,488,488,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34200300,-118612000,168366,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1976,NA,0,81968,112706,2015,30738,1473.1,0,NA,60371343032009
"220",10721293,0.007,"2016-06-29",1,NA,NA,2,2,NA,4,2,NA,NA,959,959,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34199600,-118612000,170145,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,94374,159845,2015,65471,1960.57,0,NA,60371343032009
"221",10721307,-0.0192,"2016-01-21",1,NA,NA,1,2,NA,4,1,NA,NA,868,868,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199600,-118612000,170145,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,93062,183672,2015,90610,2245.02,0,NA,60371343032009
"222",10721308,0.01,"2016-03-24",1,NA,NA,1,1,NA,4,1,NA,NA,783,783,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199600,-118612000,170145,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,118141,202985,2015,84844,1771.01,0,NA,60371343032009
"223",10721313,-0.0651,"2016-08-26",1,NA,NA,2,2,NA,4,2,NA,NA,959,959,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34199600,-118612000,170145,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,115797,206406,2015,90609,2607.39,0,NA,60371343032009
"224",10721342,-0.1427,"2016-04-08",1,NA,NA,1,1,NA,4,1,NA,NA,488,488,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199600,-118612000,170145,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,45129,107812,2015,62683,2378.22,0,NA,60371343032009
"225",10721347,-0.0294,"2016-01-13",1,NA,NA,1,1,NA,4,1,NA,NA,471,471,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199600,-118612000,170145,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,60496,94955,2015,34459,1238.11,0,NA,60371343032009
"226",10721350,-0.1839,"2016-09-15",1,NA,NA,1,2,NA,4,1,NA,NA,868,868,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199600,-118612000,170145,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,88761,160470,2015,71709,2047.69,0,NA,60371343032009
"227",10721355,0.0109,"2016-11-17",1,NA,NA,1,2,NA,4,1,NA,NA,868,868,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199600,-118612000,170145,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,113319,280493,2015,167174,3500,0,NA,60371343032009
"228",10721357,-0.0131,"2016-06-23",1,NA,NA,1,1,NA,4,1,NA,NA,471,471,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199600,-118612000,170145,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,47822,63754,2015,15932,860.57,0,NA,60371343032009
"229",10721367,0.0677,"2016-07-12",1,NA,NA,1,1,NA,4,1,NA,NA,471,471,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199600,-118612000,170145,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,51400,230000,2015,178600,2830.4,0,NA,60371343032009
"230",10721412,0.0373,"2016-02-29",NA,NA,NA,1,4,NA,4,1,NA,NA,1742,1742,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34195294,-118614545,6899,1,NA,NA,NA,1,"0101",261,"LARS",60371351.021001,12447,3101,30731,96342,0,NA,NA,NA,1,NA,NA,1962,NA,0,160645,506348,2015,345703,6352.53,0,NA,60371351021001
"231",10721432,0,"2016-08-12",1,NA,NA,2,4,NA,4,2,NA,NA,1682,1682,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34196307,-118614547,7081,NA,NA,NA,NA,NA,"0100",261,"LARS",60371351.021001,12447,3101,30731,96342,0,NA,NA,NA,1,NA,NA,1963,NA,0,100600,506000,2015,405400,7056.05,0,NA,60371351021001
"232",10721498,0.2078,"2016-10-07",1,NA,NA,1,1,NA,4,1,NA,NA,464,464,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199900,-118615000,25243,1,NA,NA,NA,1,"010C",266,"LARD1.5",60371343.034007,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1981,NA,0,78751,118929,2015,40178,1527.01,0,NA,60371343032010
"233",10721540,-0.0471,"2016-02-19",1,NA,NA,3,3,NA,4,3,NA,NA,1743,1743,NA,NA,NA,NA,6037,NA,3,NA,NA,0,2,34200212,-118616877,4882,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371343.034008,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1979,NA,0,151700,524000,2015,372300,6443.64,0,NA,60371343034008
"234",10721601,-0.0131,"2016-07-26",1,NA,NA,2,3,NA,4,2,NA,NA,1396,1396,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34198304,-118622108,7198,NA,NA,NA,NA,NA,"0100",261,"LARS",60371344.221014,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1958,NA,0,82303,226958,2015,144655,2876.34,0,NA,60371344221014
"235",10721630,-0.0398,"2016-05-20",NA,NA,NA,2,5,NA,4,2,NA,NA,1978,1978,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34198517,-118621169,7699,1,NA,NA,NA,1,"0101",261,"LARS",60371344.221013,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1958,NA,0,179339,438942,2015,259603,5571.95,0,NA,60371344221013
"236",10721653,0.0169,"2016-08-19",NA,NA,NA,2,3,NA,4,2,NA,NA,1580,1580,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34197678,-118621376,7495,NA,NA,NA,NA,NA,"0100",261,"LARS",60371344.221014,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1958,NA,0,157448,478634,2015,321186,6007.99,0,NA,60371344221014
"237",10721656,0.0516,"2016-07-12",NA,NA,NA,2,3,NA,7,2,NA,NA,1666,1666,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34198968,-118618483,7720,1,NA,NA,NA,1,"0101",261,"LARS",60371344.221014,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1962,NA,0,134830,258820,2015,123990,3283.35,0,NA,60371344221014
"238",10721674,0.0218,"2016-09-28",1,NA,NA,3,4,NA,4,3,NA,NA,1598,1598,NA,NA,NA,NA,6037,NA,3,NA,NA,0,2,34194258,-118622029,351149,1,NA,NA,NA,1,"010C",266,"LARD6",60371351.02101,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1974,NA,0,167577,385728,2015,218151,4915.87,1,15,60371351021010
"239",10721701,-0.1416,"2016-02-29",1,NA,NA,2,3,NA,4,2,NA,NA,1028,1028,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34194704,-118621208,351149,1,NA,NA,NA,1,"010C",266,"LARD6",60371351.02101,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1974,NA,0,106200,380000,2015,273800,4669.9,0,NA,60371351021010
"240",10721706,0.0286,"2016-10-11",1,NA,NA,2,3,NA,4,2,NA,NA,1028,1028,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34194704,-118621208,351149,1,NA,NA,NA,1,"010C",266,"LARD6",60371351.02101,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1974,NA,0,51979,77958,2015,25979,1167.61,0,NA,60371351021010
"241",10721713,-0.0704,"2016-05-09",1,NA,NA,3,4,NA,4,3,NA,NA,1598,1598,NA,NA,NA,NA,6037,NA,3,NA,NA,0,2,34194704,-118621208,351149,1,NA,NA,NA,1,"010C",266,"LARD6",60371351.02101,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1974,NA,0,73376,100951,2015,27575,1469.99,0,NA,60371351021010
"242",10721741,0.0649,"2016-09-07",NA,NA,NA,2,4,NA,7,2,NA,NA,1875,1875,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34197152,-118618588,8579,NA,NA,NA,NA,NA,"0100",261,"LARS",60371351.021,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1954,NA,0,78619,102265,2015,23646,1399.99,0,NA,60371351021000
"243",10721777,0.0296,"2016-10-19",1,NA,NA,3,5,NA,4,3,NA,NA,2829,2829,NA,NA,NA,NA,6037,NA,3,NA,NA,0,2,34197515,-118616284,5917,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371351.021,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,2007,NA,0,432583,691834,2015,259251,8565.98,0,NA,60371351021000
"244",10721806,-0.0101,"2016-10-13",NA,NA,NA,2,3,NA,7,2,NA,NA,1454,1454,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34196300,-118615997,7528,NA,NA,NA,NA,NA,"0100",261,"LARS",60371351.021003,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1959,NA,0,111947,429001,2015,317054,5338.13,0,NA,60371351021003
"245",10721817,0.0944,"2016-03-18",NA,NA,NA,2,5,NA,7,2,NA,NA,1780,1780,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34196622,-118618713,7502,NA,NA,NA,NA,NA,"0100",261,"LARS",60371351.021004,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1958,NA,0,43834,66865,2015,23031,959.21,0,NA,60371351021004
"246",10721842,-0.121,"2016-03-28",NA,NA,NA,2,3,NA,7,2,NA,NA,1281,1281,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34195725,-118620209,8424,NA,NA,1,NA,NA,"0104",261,"LARS",60371351.021004,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1962,NA,0,47940,71580,2015,23640,5422.57,0,NA,60371351021004
"247",10721911,-0.0315,"2016-08-02",NA,NA,NA,2,4,NA,7,2,NA,NA,1570,1570,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34194373,-118616520,6922,NA,NA,NA,NA,NA,"0100",261,"LARS",60371351.021001,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1960,NA,0,124641,545688,2015,421047,6826.74,0,NA,60371351021001
"248",10721983,-0.0151,"2016-08-23",1,NA,NA,2,3,NA,4,2,NA,NA,1544,1544,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34194845,-118610138,7562,NA,NA,NA,NA,NA,"0100",261,"LARS",60371351.111013,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1960,NA,0,107000,455000,2015,348000,5799.78,0,NA,60371351111013
"249",10722012,-0.007,"2016-09-23",1,NA,NA,2,3,NA,4,2,NA,NA,1595,1595,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34195692,-118609899,7590,NA,NA,NA,NA,NA,"0100",261,"LARS",60371351.111014,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1960,NA,0,99181,467220,2015,368039,5888.45,1,14,60371351111014
"250",10722040,-0.1177,"2016-07-26",1,NA,NA,2,3,NA,4,2,NA,NA,1500,1500,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34196647,-118611991,7558,1,NA,NA,NA,1,"0101",261,"LARS",60371351.111009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1960,NA,0,117128,422975,2015,305847,5266.41,0,NA,60371351111009
"251",10722050,-0.0367,"2016-08-24",1,NA,NA,2,3,NA,4,2,NA,NA,1595,1595,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34194917,-118613375,8400,NA,NA,NA,NA,NA,"0100",261,"LARS",60371351.111012,12447,3101,30731,96342,0,NA,NA,NA,1,NA,NA,1960,NA,0,1e+05,468000,2015,368000,5821.01,0,NA,60371351111012
"252",10722058,0.009,"2016-08-12",1,NA,NA,2,3,NA,4,2,NA,NA,1595,1595,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34195919,-118612940,6877,1,NA,NA,NA,1,"0101",261,"LARS",60371351.111012,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1960,NA,0,61582,86240,2015,24658,1184.56,0,NA,60371351111012
"253",10722068,0.0296,"2016-10-20",1,NA,NA,2,3,NA,4,2,NA,NA,1500,1500,NA,NA,NA,NA,6037,NA,2,NA,NA,0,2,34197862,-118610994,7508,NA,NA,NA,NA,NA,"0100",261,"LARS",60371351.111011,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1960,NA,0,153000,452000,2015,299000,5927.36,0,NA,60371351111011
"254",10722169,-0.008,"2016-08-30",1,NA,NA,1,1,NA,4,1,NA,NA,670,670,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34198700,-118613000,221651,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,51769,99728,2015,47959,1311.52,0,NA,60371343032009
"255",10722174,-0.0305,"2016-03-30",1,NA,NA,1,2,NA,4,1,NA,NA,868,868,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34198700,-118613000,221651,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,120765,313133,2015,192368,3902.17,0,NA,60371343032009
"256",10722189,0,"2016-05-19",1,NA,NA,1,2,NA,4,1,NA,NA,868,868,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34198700,-118613000,221651,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,113319,295691,2015,182372,3691.13,1,14,60371343032009
"257",10722207,-0.0523,"2016-05-05",1,NA,NA,1,1,NA,4,1,NA,NA,471,471,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199600,-118614000,107392,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,125000,185000,2015,60000,2351.44,0,NA,60371343032009
"258",10722208,0.006,"2016-04-14",1,NA,NA,1,1,NA,4,1,NA,NA,670,670,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199600,-118614000,107392,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,88013,155739,2015,67726,1922.36,0,NA,60371343032009
"259",10722214,-0.006,"2016-08-04",1,NA,NA,1,2,NA,4,1,NA,NA,868,868,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199600,-118614000,107392,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,150363,230912,2015,80549,2923.81,0,NA,60371343032009
"260",10722226,0.0953,"2016-07-14",1,NA,NA,1,1,NA,4,1,NA,NA,670,670,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199600,-118614000,107392,1,NA,NA,NA,1,"010C",266,"LARD2",60371343.032009,12447,3101,30731,96338,0,NA,NA,NA,1,NA,NA,1977,NA,0,56000,233000,2015,177000,2814.9,0,NA,60371343032009
"261",10722257,-0.0769,"2016-03-02",1,NA,NA,3,5,NA,4,3,NA,NA,3134,3134,NA,NA,NA,NA,6037,NA,3,NA,NA,0,2,34199572,-118617653,7199,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371343.034006,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,2000,NA,0,327229,532214,2015,204985,6661.91,0,NA,60371343034006
"262",10722267,0.0159,"2016-05-13",1,NA,NA,3,5,NA,4,3,NA,NA,3134,3134,NA,NA,NA,NA,6037,NA,3,NA,NA,0,2,34199218,-118617939,NA,NA,NA,NA,NA,NA,"0100",261,"LAR1",60371343.034007,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,2000,NA,0,319834,532306,2015,212472,6716.35,0,NA,60371343034007
"263",10722275,0.0431,"2016-05-05",1,NA,NA,3,4,NA,4,3,NA,NA,3225,3225,NA,NA,NA,NA,6037,NA,3,NA,NA,0,2,34198395,-118615730,5383,NA,NA,NA,NA,NA,"0102",261,"LAR1",60371343.034007,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,2001,NA,0,447127,717888,2015,270761,8883.58,0,NA,60371351021000
"264",10722318,0.003,"2016-02-05",1,NA,NA,1,1,NA,7,1,NA,NA,677,677,NA,NA,NA,NA,6037,NA,1,NA,NA,0,2,34199100,-118633000,100203,1,NA,NA,NA,1,"010C",266,"LARD3",60371344.222008,12447,3101,268588,96342,0,NA,NA,NA,1,NA,NA,1985,NA,0,79762,239694,2015,159932,3022.94,0,NA,60371344222008
